Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
106,"[0.0, 1.8526408868768427, 208.8832546129811, 215.3072930733135, 243.98373446273504, 295.84773291613095, 146.0379562627632, 237.79499739204294]","[0.0, 70061.32041902156, 484472.86615742807, 488557.25019393844, 1445271.223375571, 2017106.0715824435, 596288.4009402811, 1595590.57599892]","[20, 14, 17, 12, 16, 11, 15, 10]","[136.40669403220713, 137.135601290937, 275.89143161255987, 273.2447817836812, 137.375450498198, 137.44829780464525, 137.48475043759615, 137.49204328453214]",18852.0,137.49204328453214
107,"[0.0, 1.2781523890445303, 264.86092997844946, 306.91074612520157, 296.46280433930855, 369.4038334569941, 63.61128684914568, 385.60240476270695]","[0.0, 48224.68963865013, 464782.01260298165, 468749.5069631936, 1413480.342359972, 1981599.738326416, 578008.6624421175, 1563994.2507999246]","[14, 15, 15, 13, 17, 12, 17, 18]","[136.7304953315398, 137.45558678474836, 275.53949186775804, 275.07163323782237, 137.8210240867762, 137.98977853492335, 138.10005860727796, 138.12213577746988]",18766.0,138.12213577746988
108,"[0.0, 27.208330315545613, 177.2906965469835, 553.3881711916719, 507.8986900372641, 445.54609357907015, 47.34623845564091, 394.81571600548733]","[0.0, 29354.606123997673, 452699.855125391, 453182.5621629838, 1405242.472752271, 1991371.155008752, 569066.4140808631, 1542145.2447126044]","[10, 14, 10, 18, 18, 14, 7, 22]","[135.01406396499635, 135.678391959799, 269.52272018300926, 273.6775419702249, 135.9131665880132, 136.06299212598427, 136.18452162034362, 136.2131483525146]",19029.0,136.2131483525146
109,"[0.0, 1.0882002671280537, 23.449247722055098, 251.66875025035742, 375.85130297630013, 755.0898772200547, 183.29730155125333, 549.0352953573575]","[0.0, 41241.70192388611, 440236.6130246225, 440129.49935939594, 1401059.259322129, 1944165.1192922732, 577692.1095675093, 1572185.9009449142]","[13, 9, 21, 12, 13, 21, 15, 16]","[136.12015544585654, 136.81710213776722, 275.92080051096445, 271.81208053691273, 137.01236917221695, 137.12109189017616, 137.20819437827538, 137.23725313707843]",18887.0,137.23725313707843
110,"[0.0, 57.97242592576169, 480.81924415582176, 218.64473242855286, 336.4131395354678, 434.47468837505556, 115.32956107171353, 295.9554658870071]","[0.0, 46854.34650284251, 458681.04789919767, 456153.92729386943, 1414148.891596468, 1988074.6510638925, 593458.4687911619, 1601097.805865747]","[16, 13, 18, 18, 18, 14, 20, 9]","[136.73770837729478, 137.47016706443915, 275.42237806821805, 275.1008278497134, 137.72582359192347, 137.80636929129673, 137.8576747154558, 137.8576747154558]",18802.0,137.8576747154558
111,"[0.0, 1.8001138995515222, 222.37189090411778, 44.70134731053294, 397.3058484541115, 469.3425323240672, 196.34944168222916, 327.1382265729382]","[0.0, 67606.87772545652, 460389.08454164944, 462234.78363900946, 1400800.6000740235, 1968523.174902653, 584011.3700092138, 1578015.1779804581]","[20, 10, 19, 7, 18, 14, 18, 17]","[137.34633319203053, 138.07063335641612, 279.4910502480052, 273.5042735042735, 138.38022529496556, 138.5577591275993, 138.68378812199037, 138.7134753291234]",18686.0,138.7134753291234
112,"[0.0, 1.2189294034267064, 269.1472198250905, 229.60878465434845, 289.52993263178024, 473.1780201554402, 264.42881943604726, 456.48686620035585]","[0.0, 46836.14339726777, 458474.31265283574, 459065.39570291294, 1416032.3084212472, 1968255.0859042353, 533497.1625001226, 1562459.0456835937]","[14, 11, 9, 13, 11, 12, 18, 15]","[134.30747707135086, 134.95782567947518, 269.2147901952638, 270.98797699947727, 135.14077163712201, 135.22537562604342, 135.29595991230818, 135.31714956930304]",19155.0,135.31714956930304
113,"[0.0, 62.41804587962747, 57.04935413242063, 329.6049728539788, 286.90424746008165, 414.35346149755696, 75.07519263542561, 410.46967639702063]","[0.0, 63640.360276202206, 491783.72911655676, 487730.85358937026, 1436562.7962113123, 1995487.5787383271, 607873.638663044, 1571976.1898252966]","[20, 18, 14, 14, 14, 19, 11, 16]","[136.72328304673488, 137.41186449663363, 275.3638584935727, 274.5762711864407, 137.53581661891118, 137.6161401645872, 137.68924302788844, 137.69655758606035]",18824.0,137.69655758606035
114,"[0.0, 46.457264757477034, 340.3235294651975, 339.56898641727105, 390.0558114949607, 643.1854135219182, 81.88831615601048, 321.15812064418765]","[0.0, 47258.90688691187, 458206.2742488993, 468375.64580686466, 1402635.6466202333, 1947036.8933511784, 622127.4010053518, 1589724.4952560724]","[15, 18, 14, 19, 21, 23, 17, 16]","[139.17525773195877, 139.91902834008098, 278.1414314840648, 282.1685173089484, 140.17630198474933, 140.27492152830393, 140.34327792517192, 140.36607819776887]",18466.0,140.36607819776887
115,"[0.0, 1.4731673542348889, 113.51598905837339, 30.826155240564262, 269.60372574119276, 360.09240571414983, 220.47256861090563, 211.6762975035546]","[0.0, 56135.04203312044, 470595.1219992745, 473602.7637017047, 1451615.2133463188, 2014630.347196103, 576011.0510896018, 1585234.949308911]","[16, 14, 16, 20, 13, 12, 16, 10]","[135.44442702617965, 136.0987135731163, 271.29997906635964, 273.3600506222316, 136.19883348221322, 136.24178712220763, 136.2776025236593, 136.2919339573036]",19018.0,136.2919339573036
116,"[0.0, 20.520898402106575, 143.53518808076294, 108.02074911090925, 375.9111594571257, 449.77376262628997, 199.46735236509608, 412.49718407894176]","[0.0, 39010.959921947455, 454366.3559085764, 454810.34655708587, 1382478.795808335, 1923426.86327675, 565653.8429052213, 1559193.454684891]","[13, 15, 15, 10, 14, 18, 19, 22]","[137.8210240867762, 138.56516625681598, 278.44021914276505, 276.3915547024952, 138.82491564458252, 138.93653516295026, 139.01104794594013, 139.02596009440035]",18644.0,139.02596009440035
117,"[0.0, 1.0572164014656453, 47.07874314330718, 62.75378824581685, 277.8787546522949, 385.4112276586224, 170.95892904063487, 456.9916952416765]","[0.0, 40201.710882132626, 465871.45437925356, 467297.9929949695, 1426731.2617106137, 1997359.418526098, 580447.8697280239, 1568065.6404442845]","[12, 17, 10, 17, 17, 15, 13, 15]","[135.678391959799, 136.3923384550621, 271.07299728090356, 275.1008278497134, 136.63679493937798, 136.72328304673488, 136.78100263852244, 136.79544015199494]",18948.0,136.79544015199494
118,"[0.0, 9.266194634768503, 418.9616895091371, 230.91105974605958, 178.0802796200445, 322.49771041685034, 34.523149218952945, 414.85982105243585]","[0.0, 61315.12312615583, 478100.59796360263, 474343.1402542533, 1446658.3364208962, 2010266.1532253646, 585014.1733743369, 1569660.597206616]","[20, 13, 23, 9, 12, 13, 13, 16]","[135.74234092694422, 136.40669403220713, 276.8639179662465, 269.24275475225926, 136.60798988088965, 136.73770837729478, 136.82432432432432, 136.83154727339914]",18943.0,136.83154727339914
119,"[0.0, 12.430238750686309, 80.44483634545747, 228.2500269414657, 410.08515365373887, 350.34130905190244, 175.4576141155255, 497.3832500399238]","[0.0, 62508.8253642501, 473711.5085057945, 477688.5470903752, 1419972.182452525, 1970260.7107310363, 564634.9042415987, 1560358.6721182119]","[19, 13, 15, 13, 13, 12, 17, 20]","[136.84599545958503, 137.52851912771263, 275.18844887992356, 275.3931151721207, 137.7331420373027, 137.8210240867762, 137.87967445076865, 137.90168120876783]",18796.0,137.90168120876783
120,"[0.0, 0.659348729946049, 399.6088757918653, 259.83396793989056, 553.8277699652455, 296.91288561253896, 60.04820751896765, 365.30752684078675]","[0.0, 25284.04574724114, 446301.818120784, 451368.4432671226, 1398482.5489849437, 1993537.307696689, 569027.5879963255, 1549557.3626650826]","[9, 15, 10, 12, 20, 13, 12, 17]","[134.5445107708279, 135.23948659083794, 270.0, 271.6411653741354, 135.54358625738638, 135.678391959799, 135.77078204389503, 135.78500707213578]",19089.0,135.78500707213578
121,"[0.0, 1.1416197601106541, 135.39082349866334, 273.60333349884024, 177.57796938155371, 575.5247569578111, 135.28128517336216, 390.9068642430955]","[0.0, 43830.20744992835, 429260.97456362605, 426316.03178757906, 1399144.8752590602, 1935566.6682587243, 537048.0389472928, 1552829.0020344814]","[13, 4, 20, 13, 9, 16, 19, 17]","[134.35620982790795, 135.0422006877149, 272.3547336345487, 268.4063373718546, 135.28183716075156, 135.38075838295205, 135.45150501672242, 135.47274342758584]",19133.0,135.47274342758584
122,"[0.0, 1.3139088236756395, 23.54698232276722, 38.87172718936278, 191.60741073520884, 472.01256076223234, 134.34367732794428, 334.1370381716301]","[0.0, 50568.40889680434, 454267.33647626924, 457336.35493752605, 1414895.1625836901, 1960136.9933250614, 557375.9810625729, 1573685.5776713516]","[15, 8, 10, 13, 9, 21, 18, 11]","[134.05740884406518, 134.72633712770934, 268.60103626943004, 270.73323584708584, 134.9297241020302, 135.0773880869248, 135.2042146992854, 135.22537562604342]",19168.0,135.22537562604342
123,"[0.0, 1.4748923913048189, 357.87317445898304, 340.9141787116703, 630.5833965191237, 296.461421929686, 90.69882339803002, 281.01365642049575]","[0.0, 55835.00125762653, 462932.33269502746, 456527.233500206, 1434724.205193925, 2029400.739235515, 589593.2873817297, 1589980.4143072905]","[16, 12, 20, 22, 20, 9, 16, 11]","[136.2919339573036, 136.983405559666, 274.0247383444339, 274.3147423007726, 137.14285714285714, 137.23725313707843, 137.30995391216825, 137.31722822631914]",18876.0,137.31722822631914
124,"[0.0, 1.4623012522071521, 284.4804065273423, 258.89192380704367, 279.57965413791237, 292.4902704958179, 178.72154306733708, 538.8952379338643]","[0.0, 55437.30277242535, 466223.8894604931, 472359.75492753554, 1436949.9070136505, 1989138.2559799997, 577250.0955743188, 1549912.4515802162]","[17, 14, 16, 22, 11, 11, 13, 22]","[136.05585008660964, 136.79544015199494, 272.3547336345487, 275.65670530681695, 137.1791479227309, 137.3390557939914, 137.45558678474836, 137.49204328453214]",18852.0,137.49204328453214
125,"[0.0, 115.96181306717273, 316.46272631215385, 63.90334566525935, 352.66770330103645, 448.4826429510793, 32.361670502431515, 362.8696588274241]","[0.0, 75533.43367615785, 486857.7600221266, 495145.6915811436, 1445163.2012718918, 2014723.5325610663, 600192.1654158747, 1579687.9883049452]","[25, 16, 12, 13, 15, 13, 13, 14]","[136.51445726023067, 137.1791479227309, 273.82210014789774, 275.33460803059273, 137.3900137814057, 137.52122241086587, 137.60152890587673, 137.60152890587673]",18837.0,137.60152890587673
126,"[0.0, 0.8506641990549698, 351.2190594750023, 91.33148732801394, 187.92720206810492, 618.0042398060243, 62.024143674749226, 514.1674727640475]","[0.0, 32717.395759853192, 454472.19777243584, 456254.6815399658, 1445343.317360651, 2001916.8035799554, 565838.3180239041, 1543375.8299324256]","[9, 16, 21, 17, 9, 13, 9, 19]","[134.1128990531381, 134.8454895432317, 271.27158555729983, 268.87966804979254, 135.2042146992854, 135.35248041775458, 135.45858374706037, 135.49398849973863]",19130.0,135.49398849973863
127,"[0.0, 43.067413210671525, 298.13947534333795, 166.648676838621, 355.818335018067, 668.9451894257069, 235.63247641567682, 256.8578398397666]","[0.0, 30539.96150772514, 439019.037717847, 439059.4212148667, 1397512.6865892645, 1955736.4361614743, 565013.2883203962, 1587479.6993895168]","[11, 12, 18, 12, 16, 19, 19, 10]","[135.33127969508692, 136.02728942534767, 273.73534692153345, 270.931326434619, 136.270437937017, 136.37798589918972, 136.435414254132, 136.4425961993999]",18997.0,136.4425961993999
128,"[0.0, 1.4181390637981728, 412.7734467540808, 170.27399031231099, 207.98749943213278, 401.4298227423978, 115.99243861851596, 371.79114417734235]","[0.0, 54457.95818891363, 479046.6702095719, 477091.2468006156, 1439034.813732984, 1996755.3305679802, 561690.9133097188, 1571080.1547861805]","[17, 14, 15, 9, 13, 12, 15, 12]","[134.3701399688958, 135.04923670088053, 271.2148163649681, 269.4946974422957, 135.25360050093926, 135.303022393903, 135.33127969508692, 135.33834586466165]",19152.0,135.33834586466165
129,"[0.0, 1.3097266570524515, 235.50265050675003, 491.6270743831655, 361.85859437144376, 612.0828829707648, 330.2366271120814, 272.9495602353065]","[0.0, 49150.11225920735, 478802.60937003, 472164.31086828746, 1419881.4062600366, 1951271.2142701368, 594421.036526338, 1588250.7537820605]","[14, 18, 15, 12, 12, 23, 18, 15]","[137.4337221633086, 138.21051509011411, 277.93266137679603, 275.86206896551727, 138.6615310544054, 138.89930871871817, 139.02596009440035, 139.0408754425491]",18642.0,139.0408754425491
130,"[0.0, 1.1155104558874396, 161.96205051672104, 262.46362024017026, 287.1903847295563, 509.25957917961404, 111.92534439161139, 373.9089280575774]","[0.0, 42663.812895871015, 438936.5510048368, 445414.82270443114, 1409793.4513373957, 1966760.330892222, 549944.3089918033, 1555080.63533743]","[12, 9, 13, 20, 12, 12, 15, 18]","[134.90163422504423, 135.57903546396068, 269.4386694386694, 273.27358987875596, 135.72101790763432, 135.7778941854374, 135.81346607283206, 135.8205826870677]",19084.0,135.8205826870677
131,"[0.0, 0.9335434454577816, 158.91525815911635, 336.23758337125673, 206.890311041746, 389.0162030270245, 200.6851815740829, 511.7655972870203]","[0.0, 35697.76781086011, 467461.2367190111, 463959.3596380112, 1426715.5279209756, 1966878.010512107, 540766.2582414822, 1549702.5281596705]","[10, 18, 12, 15, 9, 12, 16, 20]","[134.94377342773845, 135.63579277864991, 271.0446512600648, 272.0688569329275, 135.89891469616737, 135.99874075240044, 136.07013491521866, 136.08442274373917]",19047.0,136.08442274373917
132,"[0.0, 1.7810154509749618, 78.63651351534679, 300.3624340519115, 321.8061150808922, 473.4098233533277, 67.43343308921924, 244.06871191948866]","[0.0, 66528.05115571873, 508992.2865566107, 506237.90784537105, 1448970.5243192236, 2002376.568947983, 633242.0872934915, 1584004.5452994076]","[21, 23, 10, 19, 14, 18, 8, 16]","[138.15894675123928, 138.869541923386, 276.1559769870019, 279.94383842747595, 139.13790326909657, 139.24254633360192, 139.28744156053523, 139.30241307034987]",18607.0,139.30241307034987
133,"[0.0, 1.007314865987339, 667.4459221541675, 43.369747625660494, 386.37605458025445, 362.46826337002454, 290.7492104028309, 261.44209533842667]","[0.0, 39128.1386544122, 453179.0183975974, 452692.41009119654, 1418769.429474172, 2004266.5994094578, 546620.0036216208, 1563410.532266459]","[11, 9, 17, 6, 16, 13, 16, 11]","[132.8277134365071, 133.49127053612813, 269.74711208242275, 264.6788522413969, 133.65647398545866, 133.71853074700783, 133.76683697166743, 133.78064516129032]",19375.0,133.78064516129032
134,"[0.0, 1.4391489523951948, 206.0933057107398, 246.17203028176385, 208.24863523770492, 369.9704049402061, 143.8045745716993, 362.19873194461206]","[0.0, 54290.45508015633, 468506.80154568993, 468097.491747404, 1438739.0214488916, 1986296.8158616032, 584966.7347179384, 1569728.5100999963]","[16, 17, 16, 25, 9, 13, 14, 17]","[136.79544015199494, 137.48475043759615, 272.8421052631579, 277.5457757789913, 137.63806287170775, 137.68924302788844, 137.7331420373027, 137.74778126162514]",18817.0,137.74778126162514
135,"[0.0, 1.2434406562740774, 76.68278692874814, 102.12620225067383, 269.49749380395906, 441.0648246861329, 330.2058711047359, 426.56120256620164]","[0.0, 47474.564256544276, 443172.1847206948, 441183.5505890717, 1402451.4789099868, 1949134.8265595504, 555337.7422056776, 1546505.4382152478]","[14, 7, 14, 16, 13, 19, 16, 20]","[135.0773880869248, 135.80635020433826, 272.0117535942911, 271.9832109129066, 136.17736681727436, 136.32777573239363, 136.41387295405505, 136.42823306489817]",18999.0,136.42823306489817
136,"[0.0, 0.80772305498138, 218.48485220833612, 66.7003779689809, 302.10079255073754, 430.1908977393087, 184.39090739638024, 418.203796671569]","[0.0, 27480.358938023477, 458731.5741205129, 461932.38401002326, 1416913.4751437018, 1980301.461176935, 561310.0728464797, 1561308.5503377754]","[9, 16, 12, 11, 13, 16, 14, 15]","[134.69833186093643, 135.39490179690765, 271.1864406779661, 270.846394984326, 135.61450321770522, 135.7068062827225, 135.76367064739156, 135.77078204389503]",19091.0,135.77078204389503
137,"[0.0, 11.470543094920576, 57.587069414533204, 388.2352004216331, 384.44731190576783, 419.9476885898626, 171.6277580534859, 210.3401959576813]","[0.0, 49895.564792770514, 452127.0684692201, 456430.84154904255, 1420775.7256346403, 2018562.791852174, 596891.5518265204, 1596080.1577109403]","[15, 13, 18, 20, 21, 10, 17, 11]","[136.95445419000316, 137.69655758606035, 274.80916030534354, 276.48, 137.89434484226206, 137.96774365252568, 138.0191693290735, 138.0191693290735]",18780.0,138.0191693290735
138,"[0.0, 0.5728016522062097, 106.78327761749746, 126.65312083563772, 492.9308859128963, 513.1308367818812, 38.52290857334637, 244.08765825934964]","[0.0, 21662.212883134438, 466190.16963916575, 465967.30262379785, 1401334.583295137, 1966954.9397975109, 588979.1559712128, 1571193.5615233392]","[6, 21, 11, 13, 17, 18, 13, 16]","[136.42823306489817, 137.1573711503863, 273.8799661876585, 275.42237806821805, 137.45558678474836, 137.54311488458478, 137.59422443996178, 137.60152890587673]",18837.0,137.60152890587673
139,"[0.0, 0.9150091120652663, 24.292711289063764, 92.62654785578066, 303.3597433180346, 326.3894974763434, 90.30275823149894, 132.82662688053105]","[0.0, 35253.47106965058, 465499.7191473883, 467985.2367680752, 1426819.724456957, 1995923.9053193065, 567371.2369312983, 1557861.9680408314]","[11, 15, 13, 8, 16, 14, 11, 14]","[133.94656606893702, 134.6073950976319, 270.4225352112676, 268.3785462828743, 134.76836686944316, 134.8314606741573, 134.88759367194004, 134.90865559777234]",19213.0,134.90865559777234
140,"[0.0, 1.1525564953291971, 233.24477048893473, 221.95122193244046, 356.6482362808474, 498.8900301321342, 85.83106123480088, 243.32555110032922]","[0.0, 43021.47630115294, 459662.32498164417, 457006.88416459376, 1406541.5235559074, 1972317.9812808365, 621921.6032769601, 1600143.4589826334]","[13, 16, 16, 18, 21, 20, 15, 12]","[138.20314582777925, 138.94398284642187, 278.11158798283265, 278.3206270804252, 139.2350666093683, 139.34734691683244, 139.4298009682625, 139.4448030987734]",18588.0,139.4448030987734
141,"[0.0, 1.4172059223724829, 103.57625710455942, 183.24800367854334, 205.04572170214962, 344.78838986818516, 78.97507337745901, 391.7530793269021]","[0.0, 53587.39033674832, 481380.51841568446, 479983.45818273735, 1423343.2883019017, 1994294.3379281424, 579634.3666102595, 1585933.443348688]","[17, 17, 15, 13, 15, 10, 19, 12]","[136.42105263157896, 137.16462930623908, 275.18844887992356, 274.16966363444044, 137.44829780464525, 137.52851912771263, 137.57231569449604, 137.5796178343949]",18840.0,137.5796178343949
142,"[0.0, 66.76221704768727, 30.99715812289407, 254.35112283438352, 191.27691657281662, 432.323306769842, 49.15215087353088, 387.7418237486385]","[0.0, 49849.103749037786, 450433.75362735766, 447276.8938480707, 1407154.3007104713, 1939928.9710989953, 561452.0462911525, 1550372.42508347]","[16, 9, 13, 17, 11, 17, 14, 20]","[135.61450321770522, 136.3206058693594, 272.0688569329275, 273.6197614272142, 136.47133154320014, 136.52883855675535, 136.56480505795574, 136.56480505795574]",18980.0,136.56480505795574
143,"[0.0, 0.8545034699621675, 197.04313179596505, 141.19307790733964, 437.3414078910022, 786.4885623799846, 125.96669563317063, 526.9434080839604]","[0.0, 32107.967883828445, 433629.5101514915, 439710.8598288716, 1369468.457616538, 1919242.9889092904, 571307.6153668453, 1555125.379496864]","[12, 12, 11, 15, 18, 19, 15, 23]","[137.28086436099784, 138.01182045684467, 274.5471877979028, 278.02209589188027, 138.24, 138.37283792440743, 138.4541424069227, 138.46153846153845]",18720.0,138.46153846153845
144,"[0.0, 1.774898895809682, 494.35391364618636, 199.33280249415398, 667.284940449805, 413.5827958310849, 86.71866956977675, 455.57092399984816]","[0.0, 66700.70050452785, 461582.3545795458, 459451.66049290606, 1409213.911441366, 2000916.9962364703, 612733.6212347831, 1580794.2834997615]","[20, 11, 18, 11, 25, 14, 11, 15]","[137.26632420695864, 137.98977853492335, 277.9028626568028, 274.7800275628114, 138.27687383302214, 138.35068054443556, 138.40239214011106, 138.40978266673787]",18727.0,138.40978266673787
145,"[0.0, 1.018606250873598, 367.37942205761965, 257.6605049330678, 331.81534540395205, 313.2731380082511, 59.664209418962095, 337.1306451446861]","[0.0, 39637.02504024432, 452272.7552471276, 462640.58913290896, 1432295.401670367, 2019045.5655880147, 560826.2249676062, 1564116.3121527291]","[11, 12, 14, 6, 13, 14, 10, 11]","[132.569558101473, 133.26478149100257, 268.4341342170671, 265.2476463364716, 133.505021890291, 133.5738211801082, 133.6358011961229, 133.66336633663366]",19392.0,133.66336633663366
146,"[0.0, 0.9510264474957918, 291.5740101582802, 114.5893188335725, 343.09633939034705, 467.4113186460653, 170.30727531171016, 652.124565009528]","[0.0, 36140.90705773508, 437735.5720246122, 434193.0777243751, 1398153.7609638798, 1943938.711938537, 541998.7007608946, 1559396.9833630505]","[11, 11, 18, 18, 13, 14, 20, 19]","[135.72812483636173, 136.4569623585154, 273.8799661876585, 272.61253681110645, 136.7304953315398, 136.83154727339914, 136.88935833113283, 136.90381872920298]",18933.0,136.90381872920298
147,"[0.0, 52.421023823473234, 286.79767009849365, 116.27803050350066, 362.63609576063214, 547.024424769167, 104.32494674211335, 397.31264980573314]","[0.0, 48686.58834694407, 479383.040984837, 480495.42073515896, 1443188.1197437875, 2011221.6499487793, 610748.3177988329, 1575628.2510158706]","[16, 21, 15, 19, 16, 17, 10, 15]","[136.7449221841203, 137.4337221633086, 274.5762711864407, 275.62739259889406, 137.62344695762982, 137.71118903410903, 137.76974593387902, 137.77706904799874]",18813.0,137.77706904799874
148,"[0.0, 22.14271212873446, 479.9702467254929, 354.766527873972, 226.91191863289993, 695.8045019738138, 173.81369609929865, 436.0814784036782]","[0.0, 71671.13614186458, 476657.49921730824, 474791.0277054651, 1408615.3578888245, 1950562.7227350443, 593294.882126868, 1589340.5287341273]","[22, 13, 16, 17, 16, 20, 20, 15]","[138.38022529496556, 139.10056885263498, 278.38041026742565, 278.5599140247179, 139.37731892240683, 139.51235265622478, 139.6100398578046, 139.62508080155138]",18564.0,139.62508080155138
149,"[0.0, 58.62065841135494, 289.47673874816394, 24.45630790045781, 521.0239327164098, 324.4761747885928, 231.17542651131737, 270.46676236492164]","[0.0, 39377.349535738394, 459995.75125703454, 461425.951982787, 1393242.3211165653, 1972650.9946766922, 563773.3144347772, 1569333.776237209]","[12, 16, 14, 12, 21, 11, 19, 17]","[136.73770837729478, 137.462876537972, 275.8327125678408, 274.6344564526383, 137.7331420373027, 137.8210240867762, 137.87967445076865, 137.88700925630386]",18798.0,137.88700925630386
150,"[0.0, 1.6881945777956129, 137.76538129056158, 92.70330393768461, 274.7697373439601, 583.1805616262543, 307.41098686986163, 466.1961592733196]","[0.0, 63212.757770978926, 490473.0431807904, 486478.5414290895, 1410854.5288062133, 1941070.751541333, 585379.3970077124, 1591583.4221888531]","[19, 17, 12, 11, 11, 21, 19, 14]","[137.81369629944703, 138.51333297707475, 277.84328438203454, 276.7161310985374, 138.72832369942196, 138.81748071979433, 138.88442372608904, 138.89186582359875]",18662.0,138.89186582359875
151,"[0.0, 1.2997757721779741, 239.84748269754255, 111.72203655838146, 213.1571241548312, 221.2688033155139, 138.97709592592017, 157.71717012401453]","[0.0, 49951.68270057172, 477920.4745655537, 484802.4165734899, 1449597.748077904, 2044016.1785382328, 572509.5575902695, 1588081.6737335704]","[15, 16, 15, 14, 16, 8, 16, 7]","[134.30051813471502, 134.95079918779612, 270.16885553470917, 270.0562617211919, 135.1266812636847, 135.16191270793138, 135.19011109372556, 135.19716252868767]",19172.0,135.19716252868767
152,"[0.0, 1.3899485189407363, 309.2570300890548, 25.145121136927354, 295.4946399235305, 494.45949184189965, 60.991195258101165, 134.07195704940037]","[0.0, 52673.489073778146, 470230.5759500344, 476041.0505644988, 1423365.9044362502, 1973752.234173561, 579856.3612393949, 1578995.5066117183]","[15, 15, 17, 12, 13, 15, 16, 14]","[136.14160407584433, 136.8532206969377, 274.11167512690355, 273.7642585551331, 137.0413450354235, 137.0993335449064, 137.14285714285714, 137.15011376263294]",18899.0,137.15011376263294
153,"[0.0, 31.84470095595481, 246.74250759138687, 121.07003454924069, 207.2335340634695, 540.6815716182032, 34.81582850031772, 218.25829386534494]","[0.0, 68699.09914150722, 493401.9205531951, 490820.8433053152, 1459190.7919244978, 2009107.202769495, 629192.6704387043, 1619335.20685537]","[22, 17, 20, 16, 10, 22, 14, 5]","[137.31722822631914, 138.00447236716005, 277.69445039640027, 274.6344564526383, 138.11477593648425, 138.15894675123928, 138.18840966039346, 138.18840966039346]",18757.0,138.18840966039346
154,"[0.0, 0.800116276874376, 93.04096008150078, 418.92541005678083, 291.60088046918355, 503.307440214157, 129.28149030782996, 329.25592852525176]","[0.0, 30609.24828810613, 443079.08452985086, 447024.66473316244, 1400488.7881654329, 1976763.6389216958, 539373.5363609421, 1580035.6011333321]","[9, 13, 13, 14, 15, 10, 26, 11]","[134.8384747437965, 135.55776371528685, 270.9596487560109, 272.0117535942911, 135.89891469616737, 136.06299212598427, 136.17021276595744, 136.18452162034362]",19033.0,136.18452162034362
155,"[0.0, 1.424732252389353, 339.6897969742965, 391.0407012366453, 454.381183488972, 408.23045213521925, 101.95334858875955, 320.75890584464537]","[0.0, 53112.5936368227, 486951.75106941303, 485797.0009490764, 1435633.3242607254, 2007266.141629384, 618645.1269189272, 1603729.251804222]","[15, 22, 16, 18, 17, 13, 16, 12]","[138.4245660881175, 139.14537255744042, 278.20113770526996, 278.9196169159583, 139.3998063891578, 139.52737255746354, 139.61755992458927, 139.63260248882185]",18563.0,139.63260248882185
156,"[0.0, 1.3856605531431196, 164.02725083832306, 380.51042779088897, 113.84923923395002, 302.4123803786699, 291.72463465671404, 154.28939225657822]","[0.0, 53413.05734200783, 491865.62610455835, 493643.15642268327, 1467259.2955117032, 2046013.8749011923, 573457.6584239096, 1583565.04049023]","[16, 18, 15, 11, 13, 9, 15, 8]","[133.8773823666133, 134.55149501661128, 270.39432505737534, 268.2396771189072, 134.74734872114786, 134.85250507257686, 134.9297241020302, 134.95079918779612]",19207.0,134.95079918779612
157,"[0.0, 45.3917147962088, 187.12311324611176, 283.00258531011116, 296.3013144534213, 376.3567267170224, 158.4545240496193, 388.4765183785052]","[0.0, 39057.33126876828, 461956.7805258882, 458538.4698258906, 1424617.528114607, 2010724.579186484, 571417.2039645371, 1570410.3271912972]","[12, 15, 15, 12, 17, 12, 15, 12]","[134.9297241020302, 135.61450321770522, 272.4692526017029, 270.45075125208683, 135.8277000471624, 135.9131665880132, 135.97020406022136, 135.97733711048159]",19062.0,135.97733711048159
158,"[0.0, 37.633005883628634, 174.338617256141, 120.72287186512484, 232.8800766831671, 332.83622080091124, 331.86334491717133, 352.5344110279865]","[0.0, 42428.76931705859, 455053.1704864073, 457178.14854808885, 1410942.2220825348, 1949904.9196399818, 568037.9429050852, 1586078.0622561877]","[13, 16, 16, 13, 12, 16, 24, 11]","[136.28476786371525, 136.983405559666, 274.25669241350124, 274.1986670898128, 137.23725313707843, 137.36089030206676, 137.4337221633086, 137.44829780464525]",18858.0,137.44829780464525
159,"[0.0, 1.1893991477042556, 155.65088956675777, 214.9301201137399, 311.1823145499051, 512.6183485309256, 175.0728754663753, 433.9938621652519]","[0.0, 44975.93937128872, 457615.25950285065, 461165.8074065499, 1400420.0261844378, 1931873.544821945, 573584.08385383, 1578509.504409713]","[13, 13, 10, 14, 13, 20, 19, 14]","[136.42823306489817, 137.14285714285714, 273.3312242961088, 275.9501756627276, 137.462876537972, 137.60152890587673, 137.67461624263026, 137.68924302788844]",18825.0,137.68924302788844
160,"[0.0, 38.4500162559377, 349.6943447098912, 25.35014032504464, 284.71428699354993, 472.0568989933812, 123.94479191370355, 495.5188563993025]","[0.0, 73039.27314800062, 471369.69732879655, 478329.16581106075, 1426375.8194396968, 2009323.1417646972, 603078.8355551146, 1575850.5172371166]","[22, 13, 18, 10, 22, 11, 16, 16]","[137.3536113613481, 138.048572645931, 278.20113770526996, 274.66355833421636, 138.34329632792486, 138.4541424069227, 138.52813852813853, 138.5577591275993]",18707.0,138.5577591275993
