Experiment,Mean Idle Times,Sum Idle Times,Downtime,Mean CT,Parts Done,Cycle Time
100,"[1531.1801665592218, 93.49812469719626, 5590.380518960083, 2839.968845486015, 2561.5534920543573, 2438.9119891850332, 3285.217054732305]","[148530.77186059963, 34594.306137962616, 2165955.922477516, 2210346.9925527247, 2246320.9240988814, 2245692.3616477824, 2136070.4913078384]","[12, 15, 21, 15, 12, 9, 14]","[9564.575645756458, 14644.06779661017, 922.0917822838848, 935.7400722021661, 951.5418502202643, 966.0827431979128, 982.5625473843821]",2611.0,992.7230945997702
101,"[275.3506405080111, 104.44422681774573, 3791.1449608052376, 2577.3282092572153, 1549.178158270382, 5040.359826985937, 1866.8257900107992]","[146850.03310681006, 39375.47351029014, 2252016.5809487873, 2248774.038617357, 2269301.4535028036, 2229629.9468428865, 2230380.808941678]","[14, 18, 13, 14, 7, 17, 10]","[9564.575645756458, 14480.446927374302, 916.8730102582242, 933.7175792507204, 951.5418502202643, 965.7228017883756, 984.428408659324]",2603.0,995.7741067998463
102,"[256.443353899878, 77.03673895817846, 2052.9239899419663, 3785.487773474892, 2357.2089842944297, 1992.5097275656117, 3835.2580167602273]","[132434.01124496182, 28715.72363376149, 2254262.2584647946, 2225731.0099226693, 2277271.8115958585, 2275509.79622999, 2116256.451628428]","[17, 10, 8, 15, 9, 8, 18]","[9564.575645756458, 14320.441988950277, 913.3192389006342, 926.7071862710046, 940.8348457350272, 954.6961325966851, 975.1693002257337]",2620.0,989.3129770992366
103,"[251.7235674719105, 89.31988671177513, 3793.9391932209614, 4602.121728461605, 3152.995609013832, 3464.515183141518, 4387.442366348475]","[135526.66991535167, 33852.237063762776, 2234305.716697502, 2235093.935917278, 2234413.982323561, 2204176.262032829, 2094154.2409726216]","[7, 18, 13, 17, 10, 16, 19]","[9564.575645756458, 14400.0, 906.610703043022, 925.0535331905782, 943.5748088824172, 959.6445760829323, 979.2217604835663]",2616.0,990.8256880733945
104,"[4341.483038186906, 94.36053917530012, 2926.6817402301435, 3047.0225259391486, 3749.6480657252823, 2746.059371857021, 2744.9839033816033]","[135481.99686326232, 35573.92326908815, 2254368.877394513, 2200553.1737865442, 2170468.0331440195, 2265152.1601851424, 2132243.1203426803]","[23, 14, 12, 12, 16, 9, 13]","[9564.575645756458, 14320.441988950277, 903.7656903765691, 917.1974522292994, 934.3907714491709, 948.0614484272129, 963.9271104499815]",2660.0,974.4360902255639
105,"[826.0644813731085, 107.3924864693974, 4633.975845071507, 1759.090599395304, 5924.907079852629, 4726.0126390174355, 2685.6598850655296]","[136956.27087652363, 37204.62067266852, 2214671.5029769912, 2219077.038983308, 2201233.0122117787, 2139484.913232873, 2176871.02545964]","[15, 13, 18, 16, 18, 23, 11]","[9564.575645756458, 14480.446927374302, 916.2248144220573, 932.7096077725801, 949.798460974716, 966.4429530201343, 983.6812144212523]",2604.0,995.3917050691244
106,"[5991.8116633919, 95.15108616058312, 4261.587210818579, 2311.013018713053, 3686.631811506852, 3468.0538307323445, 4858.424057956125]","[139189.1336912881, 35281.85126773645, 2173681.0199964494, 2211817.825298488, 2240191.83861712, 2229150.6994283334, 2086784.18535279]","[14, 11, 24, 13, 16, 13, 21]","[9564.575645756458, 14400.0, 920.7815275310835, 935.7400722021661, 951.5418502202643, 967.8864824495893, 989.3129770992366]",2585.0,1002.7079303675048
107,"[7163.261149534192, 72.60191653723525, 1262.1409327392878, 2943.86668763693, 7922.444802341042, 3825.439356157334, 3397.7325035346526]","[129033.25386591718, 27007.912951851515, 2271111.220775076, 2257837.813768459, 2120875.311656446, 2232592.9975524666, 2182032.7803489678]","[9, 15, 6, 11, 30, 14, 11]","[9564.575645756458, 14561.797752808989, 901.2517385257302, 914.6083274523642, 934.3907714491709, 952.5909592061741, 969.6969696969697]",2643.0,980.7037457434733
108,"[1244.4773521882971, 72.20298777643053, 3038.299544123824, 2915.811891962948, 3410.5990658767373, 1347.131611151343, 2523.9465452954105]","[142782.22506639297, 26931.714440608586, 2217449.0663108616, 2210485.098284515, 2222210.880849573, 2246530.216405664, 2175067.9333174955]","[20, 10, 16, 14, 15, 9, 10]","[9564.575645756458, 14320.441988950277, 913.9633286318759, 929.6987087517934, 948.7554904831625, 964.2857142857143, 979.5918367346939]",2618.0,990.0687547746371
109,"[273.48618128059115, 9732.67853899313, 2402.273163735088, 1987.912534990596, 1929.903020498988, 2837.290042424248, 3473.8337784965915]","[118975.63837791825, 22946.29716675008, 1785317.7437840605, 1794837.620341204, 1802353.041752733, 1789947.2483974062, 1687858.9570373707]","[6, 22, 18, 12, 9, 12, 17]","[11835.616438356165, 17875.862068965518, 1115.7985363753767, 1133.3624836029733, 1152.0, 1169.6750902527076, 1193.3701657458564]",2145.0,1208.3916083916083
110,"[4007.4951374978705, 65.72384094412507, 4358.113104243178, 3530.797512713112, 2733.9333837433687, 2106.6128748786296, 5608.170177269984]","[127909.98009052116, 25040.783399711654, 2183397.2174659492, 2219544.0271595665, 2245936.952939381, 2268629.9943149094, 2076176.36424474]","[9, 18, 19, 16, 14, 7, 20]","[9564.575645756458, 14320.441988950277, 904.0809208231601, 922.0917822838848, 939.811457577955, 954.6961325966851, 975.5363191569439]",2618.0,990.0687547746371
111,"[264.9100150680519, 83.8802884913036, 3414.445776992708, 3282.218843793026, 3809.829282577911, 3467.549845103275, 2549.414967017427]","[141295.24761039022, 31706.749049712762, 2212323.7656426136, 2242801.200629481, 2197244.33252683, 2209061.3475690642, 2150553.1726884036]","[18, 15, 18, 11, 15, 14, 17]","[9564.575645756458, 14320.441988950277, 907.8809106830123, 924.0641711229947, 943.5748088824172, 958.9345172031077, 977.744247453791]",2619.0,989.6907216494845
112,"[8044.412068984616, 65.10539426313804, 2715.53189880577, 2693.5088730896596, 4109.985041020566, 3861.843692683706, 2866.29137969405]","[133321.89361640252, 25065.576791308147, 2222948.656891539, 2246568.642277777, 2238532.539473994, 2202029.1840587263, 2117878.001852351]","[21, 22, 14, 10, 14, 16, 15]","[9564.575645756458, 14320.441988950277, 909.7929097929098, 923.0769230769231, 939.4708227618703, 956.4575645756457, 977.744247453791]",2617.0,990.4470768055024
113,"[271.14907429121985, 87.25972582340474, 3943.1504816380384, 3356.412762907728, 3567.1339137669597, 4684.882434639968, 4251.995798811427]","[142885.63059418788, 32286.098554659755, 2215141.0518997563, 2167125.744123621, 2222160.2124366383, 2217210.173624943, 2085510.3793947431]","[12, 9, 15, 18, 16, 19, 19]","[9564.575645756458, 14400.0, 938.1107491856677, 955.3999262808699, 973.3383402177994, 990.0687547746371, 1011.7096018735363]",2528.0,1025.3164556962026
114,"[251.68472773085853, 86.8019738397718, 3315.5158175775714, 2083.03505241757, 3751.783783556801, 2491.694194315009, 4403.802354585185]","[132027.6287249157, 32203.532294555338, 2217060.351298627, 2251805.791418143, 2211991.9445426664, 2239452.6846423224, 2135313.73382043]","[17, 12, 17, 10, 17, 10, 15]","[9564.575645756458, 14480.446927374302, 920.7815275310835, 935.7400722021661, 953.6423841059602, 970.7865168539325, 987.8048780487804]",2596.0,998.4591679506934
115,"[273.01446524515677, 100.21558526218276, 3706.3787283017464, 3627.305489331103, 5175.029302510697, 4297.6322560119515, 4187.543173721864]","[139703.97847884288, 37280.197717531984, 2239154.041349009, 2249628.8395071723, 2219407.387563776, 2197069.534332841, 2084617.7551194387]","[16, 15, 16, 14, 20, 17, 18]","[9564.575645756458, 14561.797752808989, 917.8470254957507, 934.0540540540541, 952.5909592061741, 968.2480388494583, 989.6907216494845]",2581.0,1004.2619139868268
116,"[259.22247983267283, 83.03792883846847, 3082.6729362130363, 2672.3989308447394, 4131.777570002803, 3581.753578991372, 3268.884014541373]","[133929.51123973756, 30321.14549676678, 2225730.771507917, 2254383.8484305297, 2239089.315732698, 2239407.7279882054, 2120743.7313624206]","[15, 10, 15, 9, 15, 13, 17]","[9564.575645756458, 14561.797752808989, 909.1546825675201, 923.4057712860705, 937.7713458755427, 952.9411764705883, 975.1693002257337]",2621.0,988.9355207935903
117,"[255.5056819599355, 78.38161883727891, 3545.216936424737, 4543.546953429645, 2306.387429498097, 3214.743070212056, 3568.7688950342886]","[137055.9000006256, 29314.72544514231, 2200375.129546693, 2229523.9086007196, 2155322.5518938517, 2258706.759023406, 2062339.6968325453]","[9, 13, 15, 18, 11, 10, 23]","[9564.575645756458, 14400.0, 914.2857142857143, 928.3667621776505, 943.5748088824172, 960.711638250556, 981.4464218099205]",2608.0,993.8650306748466
118,"[282.2800685709784, 108.49329394890657, 4074.993376920531, 1291.9985143590143, 4618.142698527002, 3483.3237023023653, 2117.0240625628785]","[149795.99865293823, 40231.96069003116, 2196442.6391543522, 2258679.0884668087, 2179494.950667722, 2203975.632978973, 2170521.302509869]","[8, 12, 16, 7, 16, 17, 11]","[9564.575645756458, 14480.446927374302, 924.7235105244381, 938.1107491856677, 953.9933750460066, 970.7865168539325, 988.1814715974075]",2599.0,997.3066564063101
119,"[266.540095012644, 81.96949439438278, 2800.745699326189, 1739.5753850143337, 3153.9890656887037, 2947.8481180786807, 2620.6962311050866]","[139715.6244436247, 30984.46888107669, 2231139.807166786, 2238333.1278959396, 2261321.766920796, 2176870.084509352, 2238685.704152098]","[13, 16, 15, 9, 11, 15, 10]","[9564.575645756458, 14320.441988950277, 915.9010600706714, 927.3703041144902, 941.8604651162791, 957.8713968957871, 976.6390354182366]",2623.0,988.1814715974075
120,"[264.3271701674496, 98.58558446660612, 4170.80303297072, 4145.41682715273, 3388.0115942722987, 3291.3642153011083, 3636.615653121537]","[140980.5191067148, 36476.66625264426, 2206281.283678814, 2207543.2280523716, 2219271.3339984296, 2213692.5485759033, 2200778.033385725]","[15, 9, 18, 19, 18, 13, 11]","[9564.575645756458, 14400.0, 916.5487977369165, 930.032292787944, 944.950783813343, 961.7810760667903, 983.3080424886191]",2601.0,996.5397923875432
121,"[3273.2550253635986, 103.81271391075643, 1701.8872337537612, 3946.158594687815, 3126.258720535844, 4732.520257642569, 4547.516552159982]","[139897.42689752582, 38618.32957480139, 2267920.771826501, 2214837.278301581, 2227811.161045473, 2217426.1672182274, 2116143.4344444685]","[16, 15, 7, 14, 15, 17, 17]","[9564.575645756458, 14561.797752808989, 913.3192389006342, 928.3667621776505, 944.2622950819672, 960.0, 978.4824462061155]",2619.0,989.6907216494845
122,"[258.30263619038533, 81.85310916063861, 3170.8823331034723, 3640.6167708464495, 3925.100026362978, 2069.6020552266564, 4474.661897397014]","[137683.0732493497, 30839.656212169102, 2221123.2212742823, 2200874.2883037934, 2210215.389901841, 2227514.4811586174, 2096243.6360816641]","[14, 16, 16, 17, 18, 12, 17]","[9564.575645756458, 14400.0, 925.0535331905782, 936.7546078785689, 953.2916513424053, 971.5142428785607, 991.2045889101338]",2582.0,1003.8729666924864
123,"[1833.1909895163687, 82.27367469047847, 4152.875430187239, 2988.2505179960126, 2510.309361329169, 3137.581155057183, 2713.4663819457296]","[145724.96650518966, 30441.259635477036, 2165888.9295697403, 2232576.5203945744, 2250021.3084914098, 2237716.1899245833, 2236945.159938555]","[12, 15, 17, 13, 13, 14, 9]","[9564.575645756458, 14644.06779661017, 912.9975343430785, 929.3653639297239, 945.640277271069, 960.0, 979.5918367346939]",2611.0,992.7230945997702
124,"[4427.80476613549, 731.1015903528136, 4647.11583097652, 2866.3027412459023, 4086.8811579758712, 4837.35845847325, 3118.123041062233]","[141847.2532234147, 31824.56523708842, 2207995.264769437, 2230189.033979418, 2168379.361082284, 2175191.5247365865, 2175352.7139649168]","[13, 14, 18, 12, 18, 21, 12]","[9564.575645756458, 14400.0, 916.2248144220573, 929.6987087517934, 944.950783813343, 962.1380846325167, 981.4464218099205]",2611.0,992.7230945997702
125,"[4209.859426663131, 3484.392738832052, 2237.1357079490485, 3853.860532632351, 3324.458532754396, 4051.7475557943662, 4081.7368944383616]","[127286.87537657146, 32074.775519226198, 2264368.7675345433, 2222794.1843809523, 2241172.6054982278, 2198305.7036353517, 2181267.800192687]","[17, 15, 7, 13, 13, 15, 16]","[9564.575645756458, 14480.446927374302, 912.0337790288529, 925.0535331905782, 939.4708227618703, 956.8106312292359, 977.744247453791]",2622.0,988.558352402746
126,"[5891.426449688822, 80.58183488891048, 4010.9038663382767, 3559.081448534646, 3252.2864577545474, 3723.416009177851, 4324.925615879759]","[141182.57352518546, 29895.86074378579, 2187300.864486073, 2205291.562688306, 2253572.7026978405, 2206000.052610808, 2124656.518705387]","[13, 12, 15, 18, 14, 15, 16]","[9564.575645756458, 14480.446927374302, 926.3759828448892, 940.1523394994559, 953.9933750460066, 970.4230625233995, 992.3430321592649]",2578.0,1005.4305663304888
127,"[253.85928621062862, 58.83225938989732, 3197.6030013094564, 2816.767953063867, 3498.1068101965884, 3067.5128713663075, 2958.2133056099015]","[134470.24652764914, 22003.265011821597, 2228233.937687343, 2228014.144057763, 2219571.962522016, 2230641.2325671436, 2168773.2306135306]","[9, 15, 14, 12, 15, 11, 12]","[9564.575645756458, 14480.446927374302, 894.4099378881988, 908.835904628331, 924.7235105244381, 940.1523394994559, 958.9345172031077]",2671.0,970.4230625233995
128,"[955.6546488182087, 95.15163582826442, 4929.955493349674, 4670.260857696828, 3447.9619270123094, 3919.265912234422, 3356.2547074973218]","[148029.67327480688, 35001.83388266449, 2218266.1786946706, 2234587.884895229, 2227502.4091120246, 2219228.0773689784, 2197746.3085563234]","[12, 13, 18, 15, 17, 16, 13]","[9564.575645756458, 14480.446927374302, 917.1974522292994, 932.0388349514564, 948.4083424807903, 966.4429530201343, 989.3129770992366]",2587.0,1001.932740626208
129,"[1756.3444334110168, 96.54179280712435, 3960.9796696052586, 3635.612051118551, 3453.4624380162054, 3671.998731385569, 2917.6603185265003]","[137003.57707285235, 35242.28665460364, 2238477.3994308673, 2226511.707827274, 2219441.6354667465, 2197897.734325357, 2240218.4719597357]","[18, 17, 15, 17, 17, 16, 10]","[9564.575645756458, 14561.797752808989, 913.6411702502644, 930.7001795332136, 946.3307776560789, 964.644585039077, 985.9262076835298]",2603.0,995.7741067998463
130,"[4531.08714248948, 75.4325571543218, 2923.398877595991, 4064.849698889111, 5041.44159533177, 4154.291061684187, 2418.266906004774]","[138409.99457146917, 27985.478704253386, 2234122.2817378733, 2105288.2344962005, 2223525.2389990836, 2203393.069088438, 2172641.246779806]","[13, 14, 13, 19, 20, 15, 10]","[9564.575645756458, 14561.797752808989, 909.7929097929098, 925.7142857142857, 946.3307776560789, 963.9271104499815, 984.0546697038725]",2604.0,995.3917050691244
131,"[2285.3586300022434, 140.39974988027416, 2216.6256800561578, 2985.4314260076026, 3124.486668251709, 2850.7758459012557, 4873.486272434331]","[137675.82586253085, 52279.137445122855, 2212084.084255469, 2267112.834380551, 2219155.826040154, 2223951.811198548, 2121939.77893929]","[13, 19, 16, 10, 13, 11, 18]","[9564.575645756458, 14644.06779661017, 906.2937062937064, 920.1277955271565, 935.7400722021661, 950.1466275659824, 970.7865168539325]",2634.0,984.0546697038725
132,"[9519.527202578654, 80.26650046408606, 3772.629124623488, 4476.455326570331, 3592.60236774096, 4467.459473196552, 4352.039450046632]","[127352.65357996189, 29369.782406027, 2220948.712421828, 2199919.9535218445, 2220373.9302139427, 2184510.0885224626, 2114144.0844435124]","[13, 18, 15, 20, 12, 17, 16]","[9564.575645756458, 14480.446927374302, 905.0279329608938, 922.4199288256227, 939.811457577955, 957.5175471001108, 977.0071617037316]",2625.0,987.4285714285714
133,"[4749.112077361688, 83.21073861853428, 2655.2252126094018, 1527.539848632498, 2893.5116074939315, 4634.481710100291, 2626.9621197186757]","[146428.62782079296, 31248.175241380297, 2254737.064790918, 2267335.050124173, 2222240.221745418, 2175900.278119952, 2190930.7338236654]","[12, 16, 11, 9, 12, 16, 9]","[9564.575645756458, 14320.441988950277, 907.2453622681134, 919.8012775017743, 933.7175792507204, 948.4083424807903, 964.644585039077]",2661.0,974.0698985343855
134,"[9505.0661029951, 107.39920817010609, 3432.316139119087, 5691.531669893333, 3217.260679991999, 4863.389215266362, 4158.644580065347]","[149684.26790581178, 41241.29593732074, 2205166.5304304296, 2148121.266957738, 2216272.451883095, 2213738.5557322986, 2087849.8408637743]","[20, 23, 17, 24, 19, 19, 18]","[9564.575645756458, 14400.0, 910.4320337197049, 927.7022190408018, 943.918426802622, 959.6445760829323, 985.5513307984791]",2584.0,1003.0959752321982
135,"[517.36637136548, 76.2472386875791, 3702.9918423521617, 4771.253407665521, 2957.803446976533, 4837.478556864309, 3053.471394763729]","[135454.46960488835, 28592.71450784216, 2216299.2631722866, 2202347.0568913254, 2243317.650650338, 2218320.216655685, 2179064.6032619295]","[14, 14, 17, 21, 12, 15, 12]","[9564.575645756458, 14400.0, 923.0769230769231, 939.4708227618703, 956.8106312292359, 972.972972972973, 990.4470768055024]",2590.0,1000.7722007722008
136,"[286.61930134901803, 92.58178595116304, 5609.255538448805, 2482.9542073610046, 4208.68603422743, 4152.719707576729, 3906.5509478443314]","[149820.0743490346, 34718.16973168614, 2192580.492856112, 2197117.49007637, 2228363.8043995216, 2186774.613152808, 2158594.78541856]","[11, 16, 24, 13, 17, 20, 15]","[9564.575645756458, 14480.446927374302, 917.8470254957507, 932.7096077725801, 946.6764061358656, 963.2107023411371, 987.052551408987]",2589.0,1001.1587485515643
137,"[4774.048339440751, 87.64643128750927, 3668.9146321017347, 1570.1897329545793, 4772.939629652444, 3594.9953575603095, 2985.5130828443675]","[141711.04937680886, 33042.704595391, 2210234.773505503, 2233238.154523931, 2128755.123410263, 2232720.5153662725, 2148013.5651946715]","[22, 14, 18, 9, 22, 15, 14]","[9564.575645756458, 14320.441988950277, 919.474991131607, 931.0344827586207, 947.0222871757398, 965.7228017883756, 986.3013698630137]",2595.0,998.8439306358382
138,"[1027.9485505429695, 95.6985333308939, 2833.320482316056, 3494.1067054129803, 3641.4053292043086, 2941.4407729943264, 2633.0623575924037]","[131836.50476609214, 35504.15586576163, 2250384.956007698, 2224722.5075002895, 2233742.6422415376, 2188985.650408172, 2188823.650690974]","[17, 10, 13, 14, 16, 14, 13]","[9564.575645756458, 14400.0, 909.4736842105264, 924.0641711229947, 941.8604651162791, 959.2894152479645, 979.2217604835663]",2617.0,990.4470768055024
139,"[257.36344963773314, 1159.238167947918, 4719.795106878964, 3821.7073453766807, 6483.798630775014, 3817.404715044024, 4225.15161618862]","[133744.09827463247, 32399.320719515217, 2159482.882627841, 2229123.6210436323, 2137227.102459378, 2197404.289752347, 2187771.589352688]","[19, 16, 17, 16, 28, 16, 15]","[9564.575645756458, 14400.0, 923.0769230769231, 937.4321880650995, 956.1047583917374, 975.9036144578313, 997.6905311778291]",2564.0,1010.9204368174727
140,"[275.9374473795192, 88.4763520518129, 2632.374591231416, 3580.112054307191, 3644.5141484852556, 4190.633188997629, 3028.451608013993]","[141647.8959195101, 32824.726611222584, 2236423.042028199, 2208263.834403073, 2198274.5263057956, 2213821.2125715, 2181615.538420933]","[14, 10, 12, 14, 16, 18, 12]","[9564.575645756458, 14400.0, 927.7022190408018, 941.1764705882352, 954.6961325966851, 968.9719626168225, 990.4470768055024]",2582.0,1003.8729666924864
141,"[265.86278425307285, 5231.642407702557, 3901.1571671397805, 2899.498827397595, 2307.6578782549923, 3518.7547513706413, 1007.5984494083176]","[142291.90784920112, 37221.753507328795, 2209506.783662913, 2246060.80818149, 2230003.7779778726, 2228572.6321065384, 2238886.9368253388]","[9, 16, 18, 14, 14, 13, 7]","[9564.575645756458, 14400.0, 908.1990189208129, 924.3937232524964, 941.1764705882352, 955.0478997789241, 973.3383402177994]",2633.0,984.428408659324
142,"[246.36220173376887, 106.09313418692207, 3241.1158078868384, 3321.2481822775294, 3590.80322824372, 2628.162167119757, 2950.2780698095307]","[127187.27888052928, 39341.24495493485, 2249397.3842549874, 2256080.5902773365, 2234923.547082563, 2233375.8880645116, 2159390.8458959656]","[17, 15, 14, 13, 15, 15, 12]","[9564.575645756458, 14561.797752808989, 919.1489361702128, 931.7038102084831, 950.8437270726339, 967.8864824495893, 985.5513307984791]",2599.0,997.3066564063101
143,"[259.0067741438616, 132.35633989923676, 6832.127952712688, 2883.737892977597, 3551.55760745638, 3148.368245374153, 4391.339928246048]","[135536.59259063003, 49217.221063151315, 2138432.18186674, 2251821.1230942537, 2218112.736955702, 2245995.5918497657, 2155056.701808225]","[18, 13, 28, 14, 16, 12, 13]","[9564.575645756458, 14480.446927374302, 920.7815275310835, 938.1107491856677, 955.3999262808699, 971.8785151856018, 991.2045889101338]",2583.0,1003.4843205574913
144,"[250.15546498849758, 87.52197530612837, 3426.015589489995, 4769.558092460185, 5116.78844748303, 2804.113816886714, 1568.882901952878]","[128970.13680212332, 32995.78469041039, 2211272.3116557444, 2224891.040677166, 2213354.670547142, 2226630.0025376086, 2221729.7315856502]","[17, 18, 17, 15, 19, 14, 9]","[9564.575645756458, 14480.446927374302, 903.1358885017422, 918.1721572794899, 935.4023818116203, 952.9411764705883, 976.6390354182366]",2615.0,991.2045889101338
145,"[5401.676064084095, 96.55743625920609, 3227.2650984239035, 2311.810828038688, 4743.613522754552, 4104.649204661209, 3606.6974539922758]","[152877.14341339498, 35202.57262639197, 2232332.054224931, 2269983.647492045, 2159735.476268393, 2250951.309642725, 2182721.9542612033]","[13, 17, 17, 8, 20, 13, 13]","[9564.575645756458, 14644.06779661017, 923.4057712860705, 935.7400722021661, 953.6423841059602, 971.1502435369052, 990.8256880733945]",2586.0,1002.3201856148492
146,"[276.26022369140316, 86.41093389046077, 5175.727179101595, 2918.6471030285265, 2822.1296170759356, 4364.929454324675, 1561.4125186401998]","[146781.62784044378, 32010.95428604247, 2150508.517084304, 2208023.2920446037, 2202038.4611373064, 2196528.8337471965, 2216707.8369539054]","[12, 12, 18, 14, 15, 14, 10]","[9564.575645756458, 14400.0, 925.7142857142857, 939.1304347826087, 953.2916513424053, 970.0598802395209, 989.3129770992366]",2590.0,1000.7722007722008
147,"[254.6837367919688, 95.11449363261532, 3811.3112251928874, 3224.883230361282, 4025.1166264808753, 4609.474930428722, 3437.0287094060504]","[133606.03462900745, 35361.845043404865, 2222202.6784702963, 2252671.996565692, 2225743.9639146216, 2240675.709932053, 2099104.1620428097]","[16, 15, 15, 12, 18, 15, 17]","[9564.575645756458, 14561.797752808989, 929.6987087517934, 942.8883230265551, 957.1639586410635, 974.4360902255639, 996.1568024596464]",2567.0,1009.7389949357226
148,"[3999.930568758026, 2503.332981471446, 5073.995855881029, 3209.1115856885694, 2626.658618730999, 3729.568745138365, 3699.2501689460464]","[133336.3559779581, 40605.40888785332, 2177927.00924709, 2222076.2429678333, 2191517.635654834, 2230711.1210732143, 2205042.730692708]","[12, 17, 23, 13, 14, 15, 15]","[9564.575645756458, 14561.797752808989, 920.4545454545455, 935.7400722021661, 951.1926605504588, 967.8864824495893, 988.9355207935903]",2591.0,1000.3859513701274
149,"[281.9338410341959, 118.01698582795638, 2920.658349214633, 4053.966184252374, 4649.122042312298, 2370.593514312261, 2580.328201024723]","[146993.22676594387, 44020.33571382773, 2220892.85954405, 2230749.7205054373, 2183987.696599872, 2253583.635141905, 2168819.168853607]","[11, 12, 12, 13, 21, 8, 13]","[9564.575645756458, 14400.0, 916.8730102582242, 931.0344827586207, 944.6064139941691, 961.0678531701891, 981.8181818181819]",2605.0,995.0095969289828
150,"[4832.114641641986, 113.48859636300476, 4434.102667390449, 4480.336572241333, 3266.4598543142474, 3685.7403293891557, 3997.5276282460586]","[159096.2535769729, 42444.73503976378, 2191608.333348717, 2171228.160984106, 2251777.2541671535, 2212288.323712785, 2182457.877702707]","[12, 13, 17, 22, 13, 17, 14]","[9564.575645756458, 14400.0, 925.7142857142857, 942.8883230265551, 960.711638250556, 975.9036144578313, 996.1568024596464]",2566.0,1010.1325019485581
151,"[4663.68885900363, 80.08359957857677, 3175.5299497701253, 2334.9631835220966, 3581.4501190248516, 3909.144170991385, 3370.8751568518605]","[147072.55807232083, 30271.600640702018, 2211424.1803468335, 2213104.4112683865, 2163136.027822261, 2227001.5955752656, 2154368.7323999684]","[10, 19, 13, 11, 13, 14, 14]","[9564.575645756458, 14480.446927374302, 911.712979247274, 926.0450160771704, 942.8883230265551, 958.2255083179298, 975.1693002257337]",2629.0,985.9262076835298
152,"[13226.866536295385, 1702.5904989154674, 3170.461128460972, 4726.795455910748, 3089.973502134406, 3375.8529874193164, 3030.355557910157]","[132034.33236592571, 33288.89411244396, 2241765.6378016393, 2205694.8458699323, 2236993.6098428853, 2243827.0223283754, 2161433.966527799]","[18, 15, 12, 18, 16, 12, 15]","[9564.575645756458, 14400.0, 907.563025210084, 924.0641711229947, 942.8883230265551, 957.8713968957871, 976.6390354182366]",2625.0,987.4285714285714
153,"[3361.618201719663, 95.30588721196702, 6215.626426732977, 2241.411298185537, 3223.3421634516185, 3838.083091671209, 2481.4547059908673]","[129217.68979561157, 35453.790042851724, 2179388.65804403, 2267613.0986316702, 2180378.284633551, 2216296.3112609675, 2147190.4309734814]","[17, 15, 21, 10, 18, 14, 14]","[9564.575645756458, 14561.797752808989, 912.9975343430785, 926.0450160771704, 939.811457577955, 959.2894152479645, 981.0749432248297]",2610.0,993.1034482758621
154,"[288.6635842728357, 114.21994763569417, 5669.059792996599, 2669.165812703803, 2643.6874478435784, 3608.9165410538913, 1861.0894178972349]","[151511.11199811473, 42813.32100867669, 2205260.768070283, 2228735.624887174, 2213525.5015656017, 2154759.506536309, 2267048.641546835]","[12, 16, 22, 13, 14, 16, 5]","[9564.575645756458, 14480.446927374302, 933.7175792507204, 948.7554904831625, 962.1380846325167, 977.3755656108598, 995.0095969289828]",2583.0,1003.4843205574913
155,"[267.3703480617567, 97.89213747908344, 3095.0835343284184, 3130.558303825741, 3793.681781080608, 3084.0346217930623, 2945.381228786646]","[140221.44899161023, 36611.65941717721, 2229127.642863922, 2229669.8016899736, 2205817.8400139357, 2204558.566986491, 2189433.527141304]","[15, 11, 13, 13, 14, 18, 12]","[9564.575645756458, 14320.441988950277, 912.9975343430785, 929.6987087517934, 946.3307776560789, 958.9345172031077, 975.9036144578313]",2622.0,988.558352402746
156,"[237.7417607900178, 74.34781617797435, 1629.221010594387, 2524.9524421836823, 4336.685625942636, 4241.361681013381, 3442.8664553374656]","[122766.92419011664, 28326.517963808226, 2231150.522268692, 2240110.463321104, 2190620.842058541, 2169704.9166417504, 2170408.9936269983]","[21, 18, 10, 11, 19, 18, 12]","[9564.575645756458, 14320.441988950277, 908.5173501577287, 920.1277955271565, 934.7277316985214, 950.8437270726339, 972.2430607651913]",2631.0,985.1767388825542
157,"[276.4467769401637, 80.21081029527932, 2791.3377157391046, 2085.2170219177174, 3768.689294917033, 3214.0089136502174, 3122.93858258147]","[145882.51746969647, 29998.843050434465, 2230328.1604934745, 2244362.1961106155, 2159815.2792732585, 2207901.039247312, 2214825.8618614785]","[12, 13, 10, 10, 18, 14, 10]","[9564.575645756458, 14400.0, 917.8470254957507, 930.032292787944, 942.5454545454545, 956.1047583917374, 976.271186440678]",2622.0,988.558352402746
158,"[2773.7894506033304, 97.52161864465434, 2491.8696122676984, 2313.801236053561, 3153.203891069267, 3402.203513958982, 3800.5025087498298]","[141474.99301800306, 36082.998898522106, 2203700.906319182, 2277277.559386442, 2204014.897944987, 2262258.999431107, 2124994.9393302067]","[10, 9, 12, 8, 14, 9, 14]","[9564.575645756458, 14400.0, 915.2542372881356, 929.6987087517934, 944.950783813343, 958.5798816568048, 975.5363191569439]",2626.0,987.052551408987
